	B_cells	CD4_Tcells	Macrophages	Tregs	CD8_Tcells	PanCK+_cells	Negative_cells	Total	non_panck	FoxP3_over_CD8	CD8_over_CD68	FoxP3_over_CD4	sample_type	pt_number
65 Cystectomy	-2.096652247730482	-1.1559472857189517	-1.4962615517898032	-2.1729551614146696	-0.6380626938933066	-0.9732434532331526	-0.2618462941291021	0.0	-0.0488248585952879	-1.534892467521363	0.8581988578964967	-1.0170078756957182	Cystectomy	65
66 TUR	-1.8758614065072965	-1.6635077209449576	-1.9541237882637372	-1.61869496070878	-1.364443799753783	-0.0875261356390542	-1.1602692314812235	0.0	-0.738672364448981	-0.2542511609549968	0.5896799885099544	0.0448127602361777	TUR	66
66 Cystectomy	-2.097749200118836	-1.6197228506320474	-2.1307865511032635	-2.314162319938761	-1.0737406969195873	-0.1761459217726529	-0.6886582983713007	0.0	-0.4770095390966918	-1.2404216230191738	1.057045854183676	-0.6944394693067137	Cystectomy	66
68 TUR	-4.164875224688807	-2.537216815385851	-3.3242315261008	-2.9271878943866136	-1.6316662298462512	-0.032146812373592	-1.3625413903057615	0.0	-1.146590916262276	-1.2955216645403629	1.692565296254549	-0.3899710790007624	TUR	68
68 Cystectomy	-2.1386514431647385	-1.6358105817101374	-0.992027089789076	-1.6929193408492238	-0.7493434958569352	-0.2673047070480768	-0.8893421223596208	0.0	-0.3375927453153894	-0.9435758449922886	0.2426835939321407	-0.0571087591390864	Cystectomy	68
69 TUR	-1.6451784560950524	-1.2089820284278383	-1.562240675009569	-2.101829640971101	-0.7117585977664438	-0.4165705274678501	-0.5186809882658993	0.0	-0.2098504101915886	-1.390071043204657	0.8504820772431251	-0.8928476125432623	TUR	69
69 Cystectomy	-2.349159789551188	-1.6159410457979124	-1.6527290829884502	-2.781696607393563	-1.2586107392320465	-0.4431990520209394	-0.2741919632887624	0.0	-0.1940999931036466	-1.523085868161517	0.3941183437564037	-1.165755561595651	Cystectomy	69
7 TUR	-3.171291732774204	-2.641641426778357	-1.7755910016711292	-3.3174197684524414	-2.3709675034393687	-0.0569715191464757	-1.0063867986614006	0.0	-0.910266898781806	-0.9464522650130732	-0.5953765017682393	-0.675778341674085	TUR	7
7 Cystectomy	-2.2374819808122184	-2.0929139421144978	-1.5342871775932971	-2.079151362371668	-1.4772906344020544	-0.124346980068243	-0.7844020764818678	0.0	-0.60382677780219	-0.6018607279696131	0.0569965431912427	0.0137625797428301	Cystectomy	7
72 TUR	-2.2119010565509125	-1.5895934655759774	-1.2593913287441998	-1.8534781408758056	-1.422717010100102	-0.1737283055502236	-0.7189010955202421	0.0	-0.4818805117091002	-0.4307611307757039	-0.1633256813559022	-0.2638846752998285	TUR	72
72 Cystectomy	-3.2912061851289467	-1.4134607920250286	-1.02213963264722	-1.9590894963489796	-1.2898252794125615	-0.3330167685237598	-0.4696843122888299	0.0	-0.2712357258182979	-0.6692642169364178	-0.2676856467653413	-0.5456287043239507	Cystectomy	72
75 TUR	-1.2803096185814504	-1.0522413192495434	-0.8430822774167642	-1.6925691682468458	-0.8432714918765281	-0.7579424136659079	-0.4236325443523264	0.0	-0.0833369882669495	-0.8492976763703177	-0.0001892144597638	-0.6403278489973023	TUR	75
75 Cystectomy	-1.6579238196288053	-0.9762781098046864	-1.0574854956352395	-1.7292085848303964	-1.0043241108493617	-0.6178461487851524	-0.3704508205171156	0.0	-0.1197944600822242	-0.7248844739810347	0.0531613847858781	-0.7529304750257102	Cystectomy	75
76 TUR	-1.9067946081087368	-1.572062392787922	-1.0601904220940557	-1.7293187180175826	-1.2450258518723916	-0.193210601064004	-0.8030387698145678	0.0	-0.4447719918780751	-0.4842928661451912	-0.1848354297783359	-0.1572563252296606	TUR	76
76 Cystectomy	-2.3872379169917	-1.8168534410678503	-1.2535108195218936	-2.0333060058600734	-1.7518148100471709	-0.1394892193678231	-0.7629020890764213	0.0	-0.5611209099891037	-0.2814911958129026	-0.4983039905252771	-0.2164525647922228	Cystectomy	76
77 TUR	-4.353069502665454	-2.3753458973766053	-2.323685724980244	-3.273888256617828	-1.3360361633666729	-0.1945260922247822	-0.5147872527507646	0.0	-0.4423917479227479	-1.9378520932511556	0.9876495616135706	-0.8985423592412229	TUR	77
77 Cystectomy	-3.2398452752696127	-2.0271735075135	-1.3707469588515897	-2.606836147582556	-1.8846027934441445	-0.3878229958664852	-0.2818463987087469	0.0	-0.2287171553276976	-0.7222333541384116	-0.513855834592555	-0.5796626400690561	Cystectomy	77
79 TUR	-2.3271385187995195	-1.2741916154856132	-1.0701656144921847	-1.945298683135789	-1.126363491946098	-0.1826784720329299	-0.9419139324304028	0.0	-0.4642359603812699	-0.8189351911896912	-0.0561978774539131	-0.6711070676501757	TUR	79
79 Cystectomy	-1.6017910966016828	-1.7102617187512952	-1.305242479816064	-1.9463696113510776	-0.7117117851465281	-0.178891735554506	-1.4184180828312325	0.0	-0.4715544704968425	-1.2346578262045498	0.5935306946695359	-0.2361078925997825	Cystectomy	79
8 TUR	-2.254169440801321	-1.6298987407728054	-1.5862082869689382	-1.89108293032526	-1.4614904342249762	-0.2748040608650044	-0.4358768904272532	0.0	-0.3289392972376007	-0.4295924961002836	0.1247178527439622	-0.2611841895524544	TUR	8
8 Cystectomy	-2.3419141539006487	-1.834765743154833	-1.0930829160283009	-1.698327084453568	-1.3161516180067112	-0.1875774481364442	-0.7386609738529862	0.0	-0.4550208930363042	-0.3821754664468568	-0.2230687019784104	0.1364386587012649	Cystectomy	8
80 TUR	-2.4583417862410544	-1.7909913182698536	-1.3579064162137655	-2.206257613625744	-2.058319260687196	-0.2342497665988848	-0.4705373465511121	0.0	-0.3799743753398204	-0.1479383529385481	-0.7004128444734306	-0.4152662953558906	TUR	80
80 Cystectomy	-2.773616934137174	-1.5142501019147547	-1.5116935412905057	-2.2509878551367235	-1.819466876956187	-0.3132260611855926	-0.3664996440915603	0.0	-0.2891643643413919	-0.4315209781805363	-0.3077733356656815	-0.7367377532219688	Cystectomy	80
83 TUR	-1.888641817124718	-1.1319946860363992	-1.168953758085682	-1.2917071932960933	-1.2128799161070134	-0.3509660901274403	-0.541301698999232	0.0	-0.2562411191431322	-0.0788272771890797	-0.0439261580213314	-0.159712507259694	TUR	83
83 Cystectomy	-1.195495897147152	-0.8908624999718125	-1.2036839209032435	-2.4416386876475533	-0.8893257473982367	-0.8166039267658403	-0.3372921686425994	0.0	-0.0718813661272303	-1.5523129402493163	0.314358173505007	-1.5507761876757409	Cystectomy	83
85 TUR	-3.4500950758716025	-1.84803508454364	-1.664765240860835	-2.97297382115194	-2.84803508454364	-0.5885606650125645	-0.1514602927471667	0.0	-0.1293258475329158	-0.1249387366082999	-1.1832698436828046	-1.1249387366083	TUR	85
85 Cystectomy	-2.444874408735305	-1.7155530307309117	-0.5663832070477777	-2.0800293469550164	-1.210537866774389	-0.6349960773811543	-0.3934744955196829	0.0	-0.1144906573330429	-0.8694914801806274	-0.6441546597266112	-0.3644763162241049	Cystectomy	85
87 TUR	-1.2507210389469898	-0.9329260127077558	-1.0758165022828432	-1.840379476169633	-1.125133260242339	-0.376645439914112	-0.6312058519948252	0.0	-0.2366350140811415	-0.7152462159272941	-0.0493167579594957	-0.9074534634618772	TUR	87
87 Cystectomy	-1.7023558441393687	-1.3118086248552474	-1.3783142239669754	-1.754704002329268	-1.3232131378265413	-0.2053297635872307	-0.6963968851957739	0.0	-0.4239561625948506	-0.4314908645027266	0.0551010861404341	-0.4428953774740206	Cystectomy	87
88 TUR	-2.8110625124797264	-1.5651087125993062	-1.2346368796171556	-1.5847875250256718	-1.250271644158513	-0.1912398593593552	-0.7281020940021384	0.0	-0.4483073407212791	-0.3345158808671583	-0.0156347645413577	-0.0196788124263654	TUR	88
88 Cystectomy	-3.607967196057708	-1.835406706673679	-1.131452356817402	-2.137631930681337	-1.484951687194685	-0.3524254445217832	-0.3695097034708504	0.0	-0.2550760210009474	-0.6526802434866523	-0.353499330377283	-0.3022252240076583	Cystectomy	88
89 TUR	-2.8547670593667167	-1.7860512469972567	-1.852487293071818	-1.888360647402486	-1.8178501384726744	-0.118388531987063	-0.7478377983281413	0.0	-0.6223059591831576	-0.0705105089298118	0.0346371545991437	-0.1023094004052294	TUR	89
89 Cystectomy	-1.635696702572897	-1.1199328169109954	-1.227495598563199	-1.5660492606393812	-1.0680751084792288	-0.4742322321364487	-0.40488219804083	0.0	-0.1775321843386984	-0.4979741521601523	0.15942049008397	-0.4461164437283857	Cystectomy	89
9 TUR	-1.6820749426233972	-1.2083505094228155	-1.56054614365643	-1.4500854805161527	-1.1969081022474573	-0.3275286334794293	-0.4943048352471499	0.0	-0.2760525582276936	-0.2531773782686953	0.3636380414089726	-0.2417349710933369	TUR	9
9 Cystectomy	-1.821259495538591	-1.386069727235817	-1.295853181948793	-1.3209908175590848	-0.9530196423982792	-0.5136135125513431	-0.3689837536248259	0.0	-0.1589313894988972	-0.3679711751608058	0.342833539550514	0.065078909676732	Cystectomy	9
90 TUR	-2.6111940080149605	-1.7602270343366055	-1.14394106928663	-2.5314828113440373	-1.6080239612254537	-0.2097555921641119	-0.5785516363436816	0.0	-0.4167254110352164	-0.9234588501185836	-0.4640828919388237	-0.7712557770074318	TUR	90
90 Cystectomy	-1.826944648398787	-1.39919701239154	-1.153607325427338	-2.1292729842880487	-0.7216633006316854	-0.8279830098782597	-0.2761871018088063	0.0	-0.0698433562861644	-1.4076096836563636	0.4319440247956526	-0.7300759718965087	Cystectomy	90
91 TUR	-3.106054189000073	-1.8897682992891136	-1.683475343806429	-2.207140142662266	-2.1127551046847133	-0.0591223677208423	-1.1024947174934183	0.0	-0.895245582139808	-0.0943850379775526	-0.4292797608782841	-0.317371843373152	TUR	91
91 Cystectomy	-2.436859165550599	-1.2670975571531615	-1.48694664693341	-1.7362220018471175	-2.092434500764607	-0.318673503133985	-0.3944913894658166	0.0	-0.2840711759872432	0.3562124989174895	-0.6054878538311971	-0.469124444693956	Cystectomy	91
92 TUR	-2.646429524107297	-1.5434665283512032	-0.9898438323498272	-2.1156234104248584	-1.6643170534463578	-0.152629172024908	-0.8732592090140198	0.0	-0.5281996167849258	-0.4513063569785006	-0.6744732210965305	-0.5721568820736551	TUR	92
92 Cystectomy	-1.8051839739831896	-1.044858552252454	-1.1013374745840738	-1.4018290020592483	-1.3462303637175428	-0.4136950638089454	-0.4627796398851864	0.0	-0.2116529214339507	-0.0555986383417055	-0.2448928891334688	-0.3569704498067941	Cystectomy	92
93 TUR	-1.7687680103722585	-0.9710315412754916	-1.3437815632782086	-1.1570054614283831	-1.57026369699344	-0.2415307744029199	-0.7936853284055166	0.0	-0.3699899792198334	0.4132582355650567	-0.2264821337152312	-0.1859739201528915	TUR	93
93 Cystectomy	-1.7548677831315571	-1.0584672141308986	-1.2477019840938706	-1.2386890643761863	-1.401331900005069	-0.3693769913520772	-0.5030314122566857	0.0	-0.2419721239422611	0.1626428356288823	-0.1536299159111984	-0.180221850245288	Cystectomy	93
94 TUR	-1.4431780961583782	-0.9040915342516744	-0.7917380782817066	-1.3275634943931278	-0.9914623532190184	-0.5562891177856784	-0.6004536374236791	0.0	-0.1413319838646571	-0.3361011411741094	-0.1997242749373118	-0.4234719601414535	TUR	94
94 Cystectomy	-2.774144036957282	-1.5233094095070898	-1.1457915800902072	-1.777056593475979	-1.2799641515624904	-0.2344729265940556	-0.6110709352627128	0.0	-0.3796650834648637	-0.4970924419134884	-0.1341725714722833	-0.253747183968889	Cystectomy	94
97 TUR	-2.489613601225547	-1.6132795458936064	-2.0911276534723107	-3.022003944587423	-2.4797121582629504	-0.1073926006873638	-0.7467913419652176	0.0	-0.6593868507961133	-0.5422917863244726	-0.3885845047906396	-1.4087243986938165	TUR	97
97 Cystectomy	-2.247044049590712	-1.3608053293470332	-1.093875596549723	-1.5214331618555044	-2.0302925246044907	-0.3183569775984574	-0.4554768548274042	0.0	-0.2843635508691169	0.5088593627489864	-0.9364169280547672	-0.1606278325084711	Cystectomy	97
98 TUR	-2.1501910791510843	-1.2586129908250605	-0.8572361602804313	-2.035228444657369	-1.1224679354371296	-0.327441186963636	-0.6130775256203793	0.0	-0.2761317564201038	-0.9127605092202394	-0.2652317751566984	-0.7766154538323087	TUR	98
98 Cystectomy	-2.693005382583331	-1.323098943223166	-1.0205597025745496	-1.992403031227619	-1.2112450222131903	-0.4693541497012731	-0.3525280793908357	0.0	-0.1800247431560008	-0.7811580090144289	-0.1906853196386405	-0.6693040880044531	Cystectomy	98
24 Cystectomy	-1.573586788502911	-0.8000280886552678	-0.7299331687013242	-1.725032310405315	-1.1103067674504867	-0.6492860094368074	-0.5114853884402988	0.0	-0.1102700553316199	-0.6147255429548281	-0.3803735987491625	-0.925004221750047	Cystectomy	24
28 Cystectomy	-3.2358760928184878	-2.820993782366481	-2.658778926794789	-3.2478739409583834	-1.836093949153916	-0.0580016205121109	-0.976380513241366	0.0	-0.9030195289142584	-1.4117799918044676	0.8226849776408729	-0.426880158591902	Cystectomy	28
29 Cystectomy	-2.389230701534214	-1.482502370320415	-1.5567002974352673	-2.5685000374034432	-1.4234775461878957	-0.1788234951938299	-0.6338475476417527	0.0	-0.4717048699844165	-1.1450224912155471	0.1332227512473716	-1.0859976670830285	Cystectomy	29
32 Cystectomy	-2.219569117777933	-1.6038871937041823	-1.396299515259349	-1.947135922292123	-1.208222607861008	-0.4736680601529335	-0.2839334457463704	0.0	-0.1777895332783927	-0.7389133144311149	0.1880769073983408	-0.3432487285879407	Cystectomy	32
70 Cystectomy	-2.1423690596212843	-1.2480710608030516	-1.7501310297737167	-1.789662347744528	-1.4113324027562548	-0.6076395755052056	-0.2098373943436561	0.0	-0.1230834029617993	-0.3783299449882735	0.3387986270174619	-0.5415912869414766	Cystectomy	70
R1 Cystectomy	-2.910702858288606	-1.5556910501583792	-1.3875687207739733	-2.006019128290105	-1.450955699638366	-0.2428380566414683	-0.5041125891074751	0.0	-0.3682069554642024	-0.5550634286517389	-0.0633869788643928	-0.4503280781317259	Cystectomy	R1
R7 TUR	-1.8888098423120063	-1.34384207839009	-1.983205322759234	-1.750130671001118	-0.696443376874181	-0.2508737515927621	-0.8202807906675844	0.0	-0.3577390594431883	-1.053687294126937	1.2867619458850528	-0.4062885926110279	TUR	R7
R8 Cystectomy	-2.6211606577043085	-1.0790562692174377	-1.275263898166228	-1.491189859963321	-1.5361680093306564	-0.5023963411021292	-0.3139059704902494	0.0	-0.1639790478437415	0.0449781493673352	-0.2609041111644283	-0.4121335907458834	Cystectomy	R8
R9 Cystectomy	-1.6216434014931091	-1.1332411363637578	-3.4890930322159197	-2.0244319000559936	-1.3896635372648336	-0.428841731883831	-0.319204949410015	0.0	-0.2023984605532359	-0.6347683627911601	2.0994294949510857	-0.8911907636922358	Cystectomy	R9
R17 Cystectomy	-1.6266731956755671	-1.1381501936233158	-1.3943411422781815	-1.570238505438729	-1.164219378798788	-0.3252239719636131	-0.530187235138813	0.0	-0.2781097097210612	-0.4060191266399408	0.2301217634793934	-0.4320883118154129	Cystectomy	R17
R20 Cystectomy	-1.2320414490872729	-0.6243639336959793	-1.5334033473137614	-1.6573839455165058	-0.7586037370422826	-1.024355731138231	-0.4159496005356232	0.0	-0.0431319345818601	-0.8987802084742231	0.7747996102714788	-1.0330200118205264	Cystectomy	R20
R21 TUR	-2.158122842452153	-1.1379010075423897	-2.908753019184534	-1.9874773535835923	-1.843114346452252	-0.4249030705705591	-0.2852045061196376	0.0	-0.2047493398411527	-0.1443630071313404	1.0656386727322815	-0.8495763460412028	TUR	R21
R21 Cystectomy	-1.718371677875499	-1.2588754538550155	-2.121830840569346	-1.8298729158040945	-1.76736660632651	-0.2514682375434368	-0.4868838869573942	0.0	-0.3569810845074408	-0.0625063094775847	0.3544642342428362	-0.570997461949079	Cystectomy	R21
R28 Cystectomy	-2.441438038327602	-1.5129490797393277	-1.564014333125448	-1.440255211045637	-1.533928962515614	-0.4472008956953889	-0.2874708166821238	0.0	-0.1918506028566722	0.0936737514699768	0.0300853706098342	0.0726938686936906	Cystectomy	R28
R30 Cystectomy	-3.414137362184477	-1.9954678686536949	-2.031920137775272	-2.334956116136852	-2.47075278033336	-0.3707314167275954	-0.2623250315300152	0.0	-0.2409510937722027	0.1357966641965083	-0.4388326425580881	-0.3394882474831568	Cystectomy	R30
R29 Cystectomy	-1.8353742243302225	-1.175983212163246	-1.3144016758858317	-1.3649973594670528	-1.4896976692332935	-0.4994845938905846	-0.3203000677524547	0.0	-0.1653045199025624	0.1247003097662405	-0.1752959933474618	-0.1890141473038068	Cystectomy	R29
R33 Cystectomy	-1.6542888032709513	-1.1778825838754423	-1.3980944498336434	-1.565873951009651	-0.6408615203436037	-0.4040916210877285	-0.6549054514026887	0.0	-0.2177857496788212	-0.9250124306660474	0.7572329294900397	-0.3879913671342085	Cystectomy	R33
R1 TUR	-2.3018739718011414	-1.376899455114791	-1.418772940708334	-2.098552106727993	-1.7751161921998255	-0.1906652387325665	-0.6099765056960539	0.0	-0.4493620161530174	-0.3234359145281672	-0.3563432514914916	-0.7216526516132018	TUR	R1
R8 TUR	-2.6646805496433776	-1.501150830506036	-1.7558829762482484	-1.9765376030723816	-1.80873119938262	-0.2475192430078814	-0.4471738666055907	0.0	-0.3620682183147974	-0.167806403689762	-0.0528482231343713	-0.4753867725663456	TUR	R8
R9 TUR	-2.550082978460782	-1.6160771078935123	-2.194423011134104	-2.26936663789213	-1.8899070209790283	-0.1116545145330637	-0.7568651626302855	0.0	-0.6445357566463581	-0.3794596169131016	0.3045159901550754	-0.6532895299986174	TUR	R9
R7 Cystectomy	-2.0656768937747727	-1.341671804217914	-1.0356457403791113	-1.7572024271909397	-0.314544259630481	-0.593441287199576	-1.0150938519169117	0.0	-0.1278485235290574	-1.4426581675604586	0.7211014807486302	-0.4155306229730259	Cystectomy	R7
R33 TUR	-2.24937646438414	-1.3033366799067607	-2.3754155676529467	-1.963364378024312	-1.6299475192744912	-0.1900739100775256	-0.5840881713361756	0.0	-0.4504357257591662	-0.3334168587498208	0.7454680483784554	-0.6600276981175514	TUR	R33
